title|author|genre|tags|summary|media|publish|adult|thumbnail_small|thumbnail_big|link
나쁜 소년|이현숙,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/27843413/S?Adult=N|http://image.yes24.com/goods/27843413/S?Adult|http://www.yes24.com/24/goods/27843413
돈이 없어|시노자키 히토요,코우사카 토오루,|성인,|||대원|1|1|http://image.yes24.com/goods/27834635/S?Adult=N|http://image.yes24.com/goods/27834635/S?Adult|http://www.yes24.com/24/goods/27834635
고저스가 아냐|시마 아사히,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/27752768/S?Adult=N|http://image.yes24.com/goods/27752768/S?Adult|http://www.yes24.com/24/goods/27752768
연인|이은수,오토모 메가네,|성인,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/27557295/S?Adult=N|http://image.yes24.com/goods/27557295/S?Adult|http://www.yes24.com/24/goods/27557295
미혹의 칼날|Reibun Ike,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/27095994/S?Adult=N|http://image.yes24.com/goods/27095994/S?Adult|http://www.yes24.com/24/goods/27095994
연애의 공정성|이그린,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/25857432/S?Adult=N|http://image.yes24.com/goods/25857432/S?Adult|http://www.yes24.com/24/goods/25857432
사랑에 빠져줘|나츠미즈 리츠,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25931020/S?Adult=N|http://image.yes24.com/goods/25931020/S?Adult|http://www.yes24.com/24/goods/25931020
홈리스 샐러리맨|이마 이치코,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25749966/S?Adult=N|http://image.yes24.com/goods/25749966/S?Adult|http://www.yes24.com/24/goods/25749966
나 피해자|키무라 히데사토,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25749888/S?Adult=N|http://image.yes24.com/goods/25749888/S?Adult|http://www.yes24.com/24/goods/25749888
지옥의 앨리스|마츠모토 지로,|성인,|||학산문화사|1|1|http://image.yes24.com/goods/25552260/S?Adult=N|http://image.yes24.com/goods/25552260/S?Adult|http://www.yes24.com/24/goods/25552260
사랑을 한 입|Papiko Yamada,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25538757/S?Adult=N|http://image.yes24.com/goods/25538757/S?Adult|http://www.yes24.com/24/goods/25538757
첫사랑의 저편|미토 히토미,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25247991/S?Adult=N|http://image.yes24.com/goods/25247991/S?Adult|http://www.yes24.com/24/goods/25247991
장밋빛 연구와 꽃을 먹는 너|김명은,빌리 발리발리,|성인,|||MM코믹스|1|1|http://image.yes24.com/goods/25686308/S?Adult=N|http://image.yes24.com/goods/25686308/S?Adult|http://www.yes24.com/24/goods/25686308
BlueMoon Blue between the sheets|하시모토 아오이,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/24349377/S?Adult=N|http://image.yes24.com/goods/24349377/S?Adult|http://www.yes24.com/24/goods/24349377
입가에 빨간 거 묻었어요|Yamada2chome,|성인,|||삼양(만화)|1|1|http://image.yes24.com/goods/23983008/S?Adult=N|http://image.yes24.com/goods/23983008/S?Adult|http://www.yes24.com/24/goods/23983008
은밀한 놀이|사쿠라기 야야,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/23603519/S?Adult=N|http://image.yes24.com/goods/23603519/S?Adult|http://www.yes24.com/24/goods/23603519
야타모모|HARADA,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/23547838/S?Adult=N|http://image.yes24.com/goods/23547838/S?Adult|http://www.yes24.com/24/goods/23547838
악순환적인 XX|Jiko Homura,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22381408/S?Adult=N|http://image.yes24.com/goods/22381408/S?Adult|http://www.yes24.com/24/goods/22381408
그게 그거 제 의 꽃미남|히이라기 노조무,|성인,|||삼양(만화)|1|1|http://image.yes24.com/goods/20305154/S?Adult=N|http://image.yes24.com/goods/20305154/S?Adult|http://www.yes24.com/24/goods/20305154
연하 남친의 연애 관리벽|사쿠라비 하시고,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/19387325/S?Adult=N|http://image.yes24.com/goods/19387325/S?Adult|http://www.yes24.com/24/goods/19387325
심하게 굴지 말아줘 타카나시 아키라 편|네코타 요네조우,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/18022343/S?Adult=N|http://image.yes24.com/goods/18022343/S?Adult|http://www.yes24.com/24/goods/18022343
그게 그거 Second|히이라기 노조무,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/15000197/S?Adult=N|http://image.yes24.com/goods/15000197/S?Adult|http://www.yes24.com/24/goods/15000197
그리운 악마|마다라메 히로,|성인,BL,|||조은세상|1|1|http://image.yes24.com/goods/14609042/S?Adult=N|http://image.yes24.com/goods/14609042/S?Adult|http://www.yes24.com/24/goods/14609042
물방울 꽃잎 사과향기|카와이 토코,|성인,순정,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/7396465/S?Adult=N|http://image.yes24.com/goods/7396465/S?Adult|http://www.yes24.com/24/goods/7396465
부자군과 가난군|HIDEYOSHICO,|성인,|아버지,기억,사건,시간,학교,|평생 단 한 명뿐인 사람.지금은 이미 멀어진, 그 기적 같이 아름다운 나날의 지금.굉장히 부자인 메이지 군과 굉장히 가난한 미사키 군이 사사건건 부딪치는 하루하루를 보내고 있던 어느 날, 미사키 군의 어머니가 쓰러져 학교를 그만두고 일을 하려고 한다. 그런 그에게 메이지 군의 할아버지가 애인계약을 제의하는데…? 시간을, 기억을, 투명하게 겹쳐진 저마다의 소원을 세심하게 그린 다정하고 미소가 가득한 이야기.|조은세상|1|1|http://image.yes24.com/goods/7463304/S|http://image.yes24.com/goods/7463304|http://www.yes24.com/24/goods/7463304
Blood loop 블러드 루프|Levin Aoi,|성인,순정,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/7371847/S?Adult=N|http://image.yes24.com/goods/7371847/S?Adult|http://www.yes24.com/24/goods/7371847
매드 신데렐라|야마모토 코테츠코,|성인,순정,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/7250368/S?Adult=N|http://image.yes24.com/goods/7250368/S?Adult|http://www.yes24.com/24/goods/7250368
사랑 마음|Neko Kanda,|성인,순정,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/7173469/S?Adult=N|http://image.yes24.com/goods/7173469/S?Adult|http://www.yes24.com/24/goods/7173469
연인 마음|Neko Kanda,|성인,순정,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/6160501/S?Adult=N|http://image.yes24.com/goods/6160501/S?Adult|http://www.yes24.com/24/goods/6160501
사메지마 군과 사사하라 군|Koshino,|성인,순정,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/6084846/S?Adult=N|http://image.yes24.com/goods/6084846/S?Adult|http://www.yes24.com/24/goods/6084846
당신의 꽃봉오리를 책임집니다|미나미 하루카,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/4723060/S?Adult=N|http://image.yes24.com/goods/4723060/S?Adult|http://www.yes24.com/24/goods/4723060
도쿄 앨리스|치야 토리코,|성인,|||학산문화사|1|1|http://image.yes24.com/goods/4742630/S?Adult=N|http://image.yes24.com/goods/4742630/S?Adult|http://www.yes24.com/24/goods/4742630
세계 제일의 첫사랑|나카무라 슌기쿠,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/4376204/S?Adult=N|http://image.yes24.com/goods/4376204/S?Adult|http://www.yes24.com/24/goods/4376204
예약판매 로미오 호는 줄리엣을 사랑할까|이치노미야 시안,|성인,BL,|||루트미디어|1|1|http://image.yes24.com/goods/30428228/S?Adult=N|http://image.yes24.com/goods/30428228/S?Adult|http://www.yes24.com/24/goods/30428228
꽉 막힌사와 친해지는 방법|Saki Takarai,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/30455640/S?Adult=N|http://image.yes24.com/goods/30455640/S?Adult|http://www.yes24.com/24/goods/30455640
사랑의 뺑뺑이 안경|KAKINE,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/30455663/S?Adult=N|http://image.yes24.com/goods/30455663/S?Adult|http://www.yes24.com/24/goods/30455663
서울에서 온 남자|김성모,|성인,|||자유구역|1|1|http://image.yes24.com/goods/30367779/S?Adult=N|http://image.yes24.com/goods/30367779/S?Adult|http://www.yes24.com/24/goods/30367779
악의 교전|카라스마 에이지,키시 유스케,|성인,|||대원|1|1|http://image.yes24.com/goods/29386647/S?Adult=N|http://image.yes24.com/goods/29386647/S?Adult|http://www.yes24.com/24/goods/29386647
남에게 말 못하는 신부수업|후지이 사쿠야,도노랑,|성인,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/29331437/S?Adult=N|http://image.yes24.com/goods/29331437/S?Adult|http://www.yes24.com/24/goods/29331437
그대를 알수록 사랑에 빠진다|이사카 쥬고로,나수영,|성인,BL,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/29331188/S?Adult=N|http://image.yes24.com/goods/29331188/S?Adult|http://www.yes24.com/24/goods/29331188
마 저씨|타츠요시,이기선,|성인,BL,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/29331255/S?Adult=N|http://image.yes24.com/goods/29331255/S?Adult|http://www.yes24.com/24/goods/29331255
나이팅게일 세레나데|스기모토 화리나,나수영,츠키모리 이치카,|성인,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/29331359/S?Adult=N|http://image.yes24.com/goods/29331359/S?Adult|http://www.yes24.com/24/goods/29331359
내 세계를 구성하는 먼지 같은 무언가|이수연,아마노 슈닌타,|성인,|||레진엔터테인먼트|1|1|http://image.yes24.com/goods/29183832/S?Adult=N|http://image.yes24.com/goods/29183832/S?Adult|http://www.yes24.com/24/goods/29183832
꼭지 BINGO|Asuka Ibuki,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/29224729/S?Adult=N|http://image.yes24.com/goods/29224729/S?Adult|http://www.yes24.com/24/goods/29224729
심술쟁이 악마|이사카 쥬고로,이기선,|성인,BL,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/28322985/S?Adult=N|http://image.yes24.com/goods/28322985/S?Adult|http://www.yes24.com/24/goods/28322985
허니 엑스터시|하야세 미사키,나수영,|성인,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/28323068/S?Adult=N|http://image.yes24.com/goods/28323068/S?Adult|http://www.yes24.com/24/goods/28323068
호 X 경비 세븐스 헤븐|후지이 미토리,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/29087400/S?Adult=N|http://image.yes24.com/goods/29087400/S?Adult|http://www.yes24.com/24/goods/29087400
호텔 드루도 향락의 미인|칸베 아키라,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/28307056/S?Adult=N|http://image.yes24.com/goods/28307056/S?Adult|http://www.yes24.com/24/goods/28307056
밀크와 흑설탕|김승현,니시오 메시,|성인,BL,|||MM코믹스|1|1|http://image.yes24.com/goods/28265509/S?Adult=N|http://image.yes24.com/goods/28265509/S?Adult|http://www.yes24.com/24/goods/28265509
IN THE APARTMENT|ETSUKO,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/28154051/S?Adult=N|http://image.yes24.com/goods/28154051/S?Adult|http://www.yes24.com/24/goods/28154051
교사도 사정이 있다|야마토 나세,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/28154056/S?Adult=N|http://image.yes24.com/goods/28154056/S?Adult|http://www.yes24.com/24/goods/28154056
공포의 인조|고행석,|성인,||의리가 무슨 개소리?우린 그런 거 몰라.너는 너, 나는 나,우리가 갈 길은 다르다, 짱구야!|행운사|1|1|http://image.yes24.com/goods/27923584/S|http://image.yes24.com/goods/27923584|http://www.yes24.com/24/goods/27923584
이 만남은 최악|Lemon Ichijo,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/27752750/S?Adult=N|http://image.yes24.com/goods/27752750/S?Adult|http://www.yes24.com/24/goods/27752750
새겨진 사랑|THANAT,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/27627092/S?Adult=N|http://image.yes24.com/goods/27627092/S?Adult|http://www.yes24.com/24/goods/27627092
그의 욕망을 먹고 사는 개|Ayao Fujimura,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/27096095/S?Adult=N|http://image.yes24.com/goods/27096095/S?Adult|http://www.yes24.com/24/goods/27096095
GAPS 갭스|Tsubame Sato,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/27096103/S?Adult=N|http://image.yes24.com/goods/27096103/S?Adult|http://www.yes24.com/24/goods/27096103
너는 양|Bosco TAKASAKI,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/26902661/S?Adult=N|http://image.yes24.com/goods/26902661/S?Adult|http://www.yes24.com/24/goods/26902661
남자아이들은 아무것도 모른다|KOMACHI KATSURA,|성인,BL,|||조은세상|1|1|http://image.yes24.com/goods/26048790/S?Adult=N|http://image.yes24.com/goods/26048790/S?Adult|http://www.yes24.com/24/goods/26048790
첫사랑|정우주,히나세 유우키,|성인,|||AK(에이케이 커뮤니케이션즈)|1|1|http://image.yes24.com/goods/25767136/S?Adult=N|http://image.yes24.com/goods/25767136/S?Adult|http://www.yes24.com/24/goods/25767136
로맨스는 없다|이우인,|성인,BL,|||레진엔터테인먼트|1|1|http://image.yes24.com/goods/26090374/S?Adult=N|http://image.yes24.com/goods/26090374/S?Adult|http://www.yes24.com/24/goods/26090374
오늘밤은 당신에게 굶주려 있어|김시내,미나미 하루카,|성인,BL,|||파노라마엔터테인먼트|1|1|http://image.yes24.com/goods/26090520/S?Adult=N|http://image.yes24.com/goods/26090520/S?Adult|http://www.yes24.com/24/goods/26090520
청춘 편차치|타카기 료,김시내,|성인,BL,|||파노라마엔터테인먼트|1|1|http://image.yes24.com/goods/26090545/S?Adult=N|http://image.yes24.com/goods/26090545/S?Adult|http://www.yes24.com/24/goods/26090545
자가연애중독|몬덴 아키코,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/26076611/S?Adult=N|http://image.yes24.com/goods/26076611/S?Adult|http://www.yes24.com/24/goods/26076611
왕자와 맺어진 밤|카모 나바코,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/26076586/S?Adult=N|http://image.yes24.com/goods/26076586/S?Adult|http://www.yes24.com/24/goods/26076586
좋아함 끝에 너|Shiine Sakura,|성인,|고민,|타케다 사토시에겐 고민이 있다.왠지 미남에 자체발광 인기남인 토도 카나메의 눈에 들어 매일 대시를 받는 상황이란 것.난 소박하고 보통이고 평범한 나날을 보내고 있었는데!깨닫고 보니 토도의 페이스에 말려들어 어느샌가 토도가 있는 게 당연해졌는데?!|현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25749956/S|http://image.yes24.com/goods/25749956|http://www.yes24.com/24/goods/25749956
그의 초조함과 사랑에 관해|Sari Aomoto,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/25538760/S?Adult=N|http://image.yes24.com/goods/25538760/S?Adult|http://www.yes24.com/24/goods/25538760
러브 스테이지 Love Stage|에이키 에이키,자오우 타이시,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/25541347/S?Adult=N|http://image.yes24.com/goods/25541347/S?Adult|http://www.yes24.com/24/goods/25541347
봄을 안고 있었다 ALIVE|닛타 요우카,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/23337709/S?Adult=N|http://image.yes24.com/goods/23337709/S?Adult|http://www.yes24.com/24/goods/23337709
헤픈 남자|나라자키 소우타,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/23316137/S?Adult=N|http://image.yes24.com/goods/23316137/S?Adult|http://www.yes24.com/24/goods/23316137
뱀 먹는 새|IROHA MEGU,|성인,BL,|||조은세상|1|1|http://image.yes24.com/goods/23165763/S?Adult=N|http://image.yes24.com/goods/23165763/S?Adult|http://www.yes24.com/24/goods/23165763
사랑과 욕망은 학교에서|우메자와 하나,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/23206231/S?Adult=N|http://image.yes24.com/goods/23206231/S?Adult|http://www.yes24.com/24/goods/23206231
상대적 이세다 군|아이카와 후우,|성인,BL,|||CloverE&I|1|1|http://image.yes24.com/goods/22355268/S?Adult=N|http://image.yes24.com/goods/22355268/S?Adult|http://www.yes24.com/24/goods/22355268
여름의 전날|요시다 모토이,|성인,|||대원|1|1|http://image.yes24.com/goods/23161769/S?Adult=N|http://image.yes24.com/goods/23161769/S?Adult|http://www.yes24.com/24/goods/23161769
키스도 모르면서|키노시타 케이코,|성인,BL,|친구,사랑,|후지사와 소타는 어느 날 등굣길 전철에서 치한을 만난다.하지만 그건 라켓이 닿은 걸 치한이라고 착각했던 것이다.그걸 가르쳐준 것은 한 달 늦게 전학 온,한 살 위의 같은 반 친구 아야세 치히로였다.처음에는 어색했던 두 사람도 조금씩 거리가 가까워져가는데?!두근두근, 불안, 질투.누군가를 좋아하는 「사랑」이 가득 담긴 이야기 탄생!|현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/23141807/S|http://image.yes24.com/goods/23141807|http://www.yes24.com/24/goods/23141807
뮤지엄|토모에 료스케,|성인,|||대원|1|1|http://image.yes24.com/goods/23124245/S?Adult=N|http://image.yes24.com/goods/23124245/S?Adult|http://www.yes24.com/24/goods/23124245
교복마법 미도리|아사토 미즈,|성인,|||서울문화사|1|1|http://image.yes24.com/goods/23115207/S?Adult=N|http://image.yes24.com/goods/23115207/S?Adult|http://www.yes24.com/24/goods/23115207
초연 사랑에 젖다|히가시노 유우,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22915631/S?Adult=N|http://image.yes24.com/goods/22915631/S?Adult|http://www.yes24.com/24/goods/22915631
나쁜 늑대가 사랑을 한다더라|사쿠라가 메이,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22744034/S?Adult=N|http://image.yes24.com/goods/22744034/S?Adult|http://www.yes24.com/24/goods/22744034
어둠 속에 스트로브|하야카와 노지코,|성인,BL,|짝사랑,고백,마음,친구,사랑,|긴 세월 소꿉친구인 쇼타로를 짝사랑해 온 아라타. 지금까지처럼 그리고 앞으로도 좋아한다는 고백을 할 마음은 없었다. 하지만 그러던 어느 날, 쇼타로가 먼저 고백을 해 오는데….?|삼양(만화)|1|1|http://image.yes24.com/goods/22785374/S|http://image.yes24.com/goods/22785374|http://www.yes24.com/24/goods/22785374
도쿄 러브|Totempole,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22523699/S?Adult=N|http://image.yes24.com/goods/22523699/S?Adult|http://www.yes24.com/24/goods/22523699
파트너의 사랑법|후지사키 코우,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22523724/S?Adult=N|http://image.yes24.com/goods/22523724/S?Adult|http://www.yes24.com/24/goods/22523724
막무가내 작가와 패배자의 첫사랑|Mariko Nekono,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22381384/S?Adult=N|http://image.yes24.com/goods/22381384/S?Adult|http://www.yes24.com/24/goods/22381384
영업 과|Kei Kanai,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22310900/S?Adult=N|http://image.yes24.com/goods/22310900/S?Adult|http://www.yes24.com/24/goods/22310900
YOUNG BAD EDUCATION|Dayoo,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/22310925/S?Adult=N|http://image.yes24.com/goods/22310925/S?Adult|http://www.yes24.com/24/goods/22310925
BARBARITIES 바베리티스|스즈키 츠타,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/21405522/S?Adult=N|http://image.yes24.com/goods/21405522/S?Adult|http://www.yes24.com/24/goods/21405522
쥬리아가 푹 빠졌어|오우기 유즈하,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/20529643/S?Adult=N|http://image.yes24.com/goods/20529643/S?Adult|http://www.yes24.com/24/goods/20529643
사랑은 구두 소리|아오야마 토미,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/20466050/S?Adult=N|http://image.yes24.com/goods/20466050/S?Adult|http://www.yes24.com/24/goods/20466050
수줍은 사일런트|타카나가 히나코,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/20407097/S?Adult=N|http://image.yes24.com/goods/20407097/S?Adult|http://www.yes24.com/24/goods/20407097
휩쓸리지 말아요 선배|YAMADA2CHOME,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/20370006/S?Adult=N|http://image.yes24.com/goods/20370006/S?Adult|http://www.yes24.com/24/goods/20370006
시끌벅적 와카바장 남자들 그래그래|하부야마 헤비코,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/20282791/S?Adult=N|http://image.yes24.com/goods/20282791/S?Adult|http://www.yes24.com/24/goods/20282791
보이지 않는 흉터|Tomo Kurahashi,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/20181375/S?Adult=N|http://image.yes24.com/goods/20181375/S?Adult|http://www.yes24.com/24/goods/20181375
나나와 카오루 Black Label|아마즈메 류타,이기진,|성인,|||이미지프레임|1|1|http://image.yes24.com/goods/19882585/S?Adult=N|http://image.yes24.com/goods/19882585/S?Adult|http://www.yes24.com/24/goods/19882585
나와 너의 소꿉친구 관계|Koshino,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/19992799/S?Adult=N|http://image.yes24.com/goods/19992799/S?Adult|http://www.yes24.com/24/goods/19992799
밀실에 숨겨 놓은 별|아마가쿠레 기도,|성인,BL,|||삼양(만화)|1|1|http://image.yes24.com/goods/19897774/S?Adult=N|http://image.yes24.com/goods/19897774/S?Adult|http://www.yes24.com/24/goods/19897774
서글픈 동물|Kiyo Komizu,Miyu Matsuda,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/19599749/S?Adult=N|http://image.yes24.com/goods/19599749/S?Adult|http://www.yes24.com/24/goods/19599749
밤까지 기다릴 수 없어|Michiru Kajigaya,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/19574157/S?Adult=N|http://image.yes24.com/goods/19574157/S?Adult|http://www.yes24.com/24/goods/19574157
연애중독|카츠모토 카사네,|성인,|||대원|1|1|http://image.yes24.com/goods/19169499/S?Adult=N|http://image.yes24.com/goods/19169499/S?Adult|http://www.yes24.com/24/goods/19169499
낙원의 감옥|Rin Narusaka,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/19070118/S?Adult=N|http://image.yes24.com/goods/19070118/S?Adult|http://www.yes24.com/24/goods/19070118
연애조작|하스카와 아이,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/18882085/S?Adult=N|http://image.yes24.com/goods/18882085/S?Adult|http://www.yes24.com/24/goods/18882085
흑심 인턴십 선언|미나미 하루카,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/18882101/S?Adult=N|http://image.yes24.com/goods/18882101/S?Adult|http://www.yes24.com/24/goods/18882101
New York Minute|이은주,Guilt Pleasure,|성인,BL,|선생님,아들,시절,사건,살인,시리즈,신,|'서에 온 걸 환영해요, 선생님. 매일이 지옥 같을 거예요.'「인 디즈 워즈」 프리퀄 시리즈의 첫 시작!「인 디즈 워즈」에서 연쇄살인사건의 프로파일러로 활약했던 정신과 의사 아사노 카츠야. 본서에서는 그가 뉴욕에서 지내며 경찰에게 프로파일링 협조를 해 주던 시절의 이야기를 다룬다. 크리스마스에도 여느 때와 변함없이 서에서 일하며 보내려던 카츠야를 찾아온 사람은 다름 아닌, 살인사건전담반의 데이비드 크라우제 형사. 함께 혼자가 되자는 그의 제안을 카츠야는 결국 받아들이게 되는데…….|MM코믹스|1|1|http://image.yes24.com/goods/18666557/S|http://image.yes24.com/goods/18666557|http://www.yes24.com/24/goods/18666557
스니키 레드 SNEAKY RED|THANAT,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/18523110/S?Adult=N|http://image.yes24.com/goods/18523110/S?Adult|http://www.yes24.com/24/goods/18523110
도쿄 비치 보이|카츠모토 카사네,|성인,|||대원|1|1|http://image.yes24.com/goods/18077133/S?Adult=N|http://image.yes24.com/goods/18077133/S?Adult|http://www.yes24.com/24/goods/18077133
버진 호텔|나카가키 토모에,|성인,|||대원|1|1|http://image.yes24.com/goods/18025389/S?Adult=N|http://image.yes24.com/goods/18025389/S?Adult|http://www.yes24.com/24/goods/18025389
안기고 싶은 남자 위에게 협박당하고 있습니다|사쿠라비 하시고,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/19402912/S?Adult=N|http://image.yes24.com/goods/19402912/S?Adult|http://www.yes24.com/24/goods/19402912
과잉 애정 컨퓨전|Haru Hidaka,|성인,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/17553534/S?Adult=N|http://image.yes24.com/goods/17553534/S?Adult|http://www.yes24.com/24/goods/17553534
안녕 헤론|ymz,|성인,BL,|마음,|16살, 옥상에서 처음 만난 두 사람사교적인 미카, 혼자 있기를 좋아하는 소지.대조적인 두 사람이지만, 마음 속에 어둠을 안고 있는 두 사람만난 순간 그들은 동질감을 느끼고 서로에게 끌리는데...「우리들은 외로웠다, 슬펐다그것을 물어봐주길,이해해주길 바랐다그걸, 알아주길 바랐다.」|조은세상|1|1|http://image.yes24.com/goods/17258371/S|http://image.yes24.com/goods/17258371|http://www.yes24.com/24/goods/17258371
아랫집 동인남군|Chihaya Kuroiwa,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/17318893/S?Adult=N|http://image.yes24.com/goods/17318893/S?Adult|http://www.yes24.com/24/goods/17318893
상냥하게 가르쳐줘|Gihou Ido,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/16762229/S?Adult=N|http://image.yes24.com/goods/16762229/S?Adult|http://www.yes24.com/24/goods/16762229
하지만 마왕님은 그를 싫어하는걸|YAMADA2CHOME,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/16513129/S?Adult=N|http://image.yes24.com/goods/16513129/S?Adult|http://www.yes24.com/24/goods/16513129
사내 정글 LOVE|아이반,|성인,BL,|||대원|1|1|http://image.yes24.com/goods/16355246/S?Adult=N|http://image.yes24.com/goods/16355246/S?Adult|http://www.yes24.com/24/goods/16355246
중요한 일이니까 두 번|Chihaya Kuroiwa,|성인,BL,|||현대지능개발사(루비코믹스)|1|1|http://image.yes24.com/goods/15851159/S?Adult=N|http://image.yes24.com/goods/15851159/S?Adult|http://www.yes24.com/24/goods/15851159
뱀파이어|Masaya Tokuhiro,|성인,|||서울문화사|1|1|http://image.yes24.com/goods/15687373/S?Adult=N|http://image.yes24.com/goods/15687373/S?Adult|http://www.yes24.com/24/goods/15687373
