title|author|genre|tags|summary|media|publish|adult|thumbnail_small|thumbnail_big|link
은밀한 구애 ~무료한 왕의 왕비간택기~|코가미 에리,|성인,||'내게로 온다면 너를 우승자로 만들어주지.'가문의 가보를 되찾기 위해 국왕 시어드의 왕비 후보로 나선 라일라. 레이스에서 은빛 늑대를 거느린 늑대 공주로 명성이 높았던 그녀는 왕을 유혹해 가보를 되찾으려 하지만 오히려 그가 부여하는 쾌락에 함락당하고…. 한 번쯤은 이렇게 해보고 싶었다고 속삭이며 입술을 앗아간 시어드에게 마음마저 빼앗기고 만 라일라. 하지만 그녀는 아무에게도 말 못하는 비밀을 간직하고 있었다. 세상 끝까지 쫓아가고 말겠다는 시어드와 라일라의 결말은?!|레진코믹스|0|1|http://ncdn.lezhin.com/v2/comics/4805526835167232/images/thumbnail?width=250|http://ncdn.lezhin.com/v2/comics/4805526835167232/images/wide?width=1200|http://www.lezhin.com/ko/comic/kings_secret_lover
